epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1614.23,1.26283,2.367,0.88934,0.80826,0.30088,0.42208,0.28136,1.74776,5.0644,1.10542,0.0007922,0.0007922,0.0007922
185,1624.23,1.25712,2.32924,0.89196,0.70418,0.29496,0.45183,0.27978,1.77506,5.59919,1.12151,0.0007856,0.0007856,0.0007856
186,1634.56,1.18001,2.27198,0.88791,0.86686,0.29204,0.43414,0.29177,1.75716,4.74577,1.12403,0.000779,0.000779,0.000779
187,1644.73,1.21221,2.30976,0.88761,0.8359,0.25664,0.38631,0.26137,1.68388,4.87958,1.09687,0.0007724,0.0007724,0.0007724
188,1654.86,1.18217,2.25046,0.87754,0.86684,0.25664,0.40341,0.26863,1.67481,5.2105,1.08308,0.0007658,0.0007658,0.0007658
189,1665.4,1.19381,2.25755,0.89616,0.8705,0.25664,0.36879,0.25853,1.67136,4.45191,1.08506,0.0007592,0.0007592,0.0007592
190,1675.65,1.22138,2.25009,0.88767,0.73058,0.28319,0.4019,0.25546,1.80845,5.12034,1.13069,0.0007526,0.0007526,0.0007526
191,1685.6,1.19595,2.2589,0.88938,0.8305,0.28319,0.47392,0.31203,1.74321,5.33827,1.12843,0.000746,0.000746,0.000746
192,1695.91,1.22697,2.34885,0.88755,0.83468,0.24779,0.37878,0.25184,1.6845,4.96483,1.07922,0.0007394,0.0007394,0.0007394
193,1705.26,1.25483,2.40975,0.89122,0.6794,0.30088,0.42621,0.28156,1.71495,5.44788,1.10197,0.0007328,0.0007328,0.0007328
194,1714.14,1.19552,2.27582,0.88852,0.76152,0.24779,0.40129,0.27536,1.6925,4.82047,1.0951,0.0007262,0.0007262,0.0007262
195,1724.02,1.17682,2.20447,0.88458,0.91632,0.29076,0.42572,0.28371,1.65878,4.73921,1.11706,0.0007196,0.0007196,0.0007196
196,1734.24,1.18633,2.22481,0.87696,0.76939,0.26549,0.39745,0.26317,1.74657,5.44133,1.12215,0.000713,0.000713,0.000713
197,1744.04,1.16164,2.15354,0.88254,0.82383,0.25664,0.41247,0.28028,1.7339,5.24925,1.0844,0.0007064,0.0007064,0.0007064
198,1753.81,1.13361,2.1792,0.87812,0.82859,0.27434,0.41599,0.27047,1.74906,5.30675,1.10898,0.0006998,0.0006998,0.0006998
199,1764.59,1.19194,2.20563,0.88648,0.83632,0.23894,0.40269,0.27269,1.74242,5.17508,1.09587,0.0006932,0.0006932,0.0006932
200,1774.53,1.21211,2.26834,0.88391,0.7894,0.27434,0.40839,0.2808,1.80757,4.5109,1.12685,0.0006866,0.0006866,0.0006866
201,1784.31,1.14609,2.16335,0.87588,0.89425,0.24779,0.40763,0.27888,1.73472,5.31565,1.10085,0.00068,0.00068,0.00068
202,1795.63,1.1683,2.16914,0.88058,0.79254,0.28319,0.31798,0.20465,1.71622,5.77515,1.09492,0.0006734,0.0006734,0.0006734
203,1806.3,1.16846,2.24298,0.89012,0.68934,0.29204,0.44298,0.27869,1.67094,4.25785,1.0739,0.0006668,0.0006668,0.0006668
204,1816.43,1.1399,2.10956,0.87368,0.74433,0.28319,0.419,0.27227,1.70904,4.07419,1.12892,0.0006602,0.0006602,0.0006602
205,1826.57,1.12987,2.1424,0.87439,0.83263,0.26549,0.39402,0.26389,1.71276,4.63784,1.1,0.0006536,0.0006536,0.0006536
206,1838.36,1.14814,2.14331,0.87458,0.83378,0.23894,0.37832,0.25354,1.75312,5.08518,1.10115,0.000647,0.000647,0.000647
207,1848.44,1.19745,2.25146,0.88092,0.81572,0.29204,0.42909,0.2899,1.68319,4.6453,1.09083,0.0006404,0.0006404,0.0006404
208,1858.88,1.15574,2.1381,0.88105,0.88562,0.30088,0.4506,0.29594,1.73039,4.93288,1.12461,0.0006338,0.0006338,0.0006338
209,1868.85,1.20132,2.20263,0.88663,0.64692,0.29186,0.41433,0.27314,1.73872,4.98086,1.09646,0.0006272,0.0006272,0.0006272
210,1880.14,1.09339,2.08402,0.86801,0.87661,0.26549,0.45343,0.30722,1.68811,5.11157,1.10952,0.0006206,0.0006206,0.0006206
211,1890.2,1.12525,2.16437,0.87909,0.76603,0.25664,0.41907,0.29302,1.70149,5.18108,1.11119,0.000614,0.000614,0.000614
212,1900.53,1.1358,2.15639,0.88008,0.76504,0.29204,0.45081,0.3044,1.68186,4.72111,1.09113,0.0006074,0.0006074,0.0006074
213,1911.23,1.15957,2.19181,0.87769,0.88042,0.27434,0.4548,0.31251,1.72128,5.61932,1.11539,0.0006008,0.0006008,0.0006008
214,1920.8,1.12233,2.10092,0.87524,0.85821,0.28319,0.46856,0.2956,1.72173,5.0676,1.129,0.0005942,0.0005942,0.0005942
215,1929.29,1.13576,2.17233,0.87751,0.72693,0.27434,0.42945,0.30386,1.70861,5.11603,1.11523,0.0005876,0.0005876,0.0005876
216,1937.51,1.12524,2.11235,0.88061,0.83182,0.26549,0.4192,0.28994,1.77866,5.49908,1.12935,0.000581,0.000581,0.000581
217,1945.48,1.09078,2.05436,0.87112,0.838,0.30088,0.43107,0.28344,1.64903,4.60221,1.08922,0.0005744,0.0005744,0.0005744
218,1953.31,1.12205,2.06773,0.87103,0.81899,0.29204,0.41857,0.27623,1.69022,4.47204,1.10123,0.0005678,0.0005678,0.0005678
219,1961.31,1.1106,2.11456,0.86657,0.8912,0.31858,0.47437,0.30918,1.69981,4.45763,1.11032,0.0005612,0.0005612,0.0005612
220,1969.28,1.11433,2.0919,0.86955,0.75942,0.28319,0.44501,0.29568,1.78461,5.24224,1.13461,0.0005546,0.0005546,0.0005546
221,1977.28,1.10295,2.09296,0.87514,0.90358,0.29204,0.45337,0.31293,1.72088,4.84225,1.10526,0.000548,0.000548,0.000548
222,1985.09,1.09071,2.04841,0.86491,0.76557,0.31791,0.4603,0.31623,1.64975,4.7757,1.09002,0.0005414,0.0005414,0.0005414
223,1992.99,1.1055,2.11228,0.87773,0.69017,0.31858,0.43441,0.29087,1.65316,4.60887,1.07911,0.0005348,0.0005348,0.0005348
224,2000.88,1.11949,2.09197,0.88176,0.91654,0.29156,0.42871,0.29098,1.69869,4.79218,1.11354,0.0005282,0.0005282,0.0005282
225,2008.72,1.12401,2.16064,0.87805,0.86186,0.29204,0.43824,0.29551,1.65268,4.70893,1.10803,0.0005216,0.0005216,0.0005216
226,2016.58,1.1056,2.15993,0.87018,0.76237,0.31234,0.43723,0.28308,1.65857,4.79184,1.08986,0.000515,0.000515,0.000515
227,2024.64,1.12289,2.15807,0.87606,0.85642,0.26397,0.41351,0.27024,1.68774,4.85528,1.10458,0.0005084,0.0005084,0.0005084
228,2032.47,1.05747,1.99354,0.86074,0.87721,0.25664,0.44421,0.31044,1.5982,4.59015,1.05873,0.0005018,0.0005018,0.0005018
229,2040.2,1.0816,2.05578,0.86769,0.79712,0.26549,0.44861,0.30361,1.6537,5.12903,1.07431,0.0004952,0.0004952,0.0004952
230,2047.99,1.13081,2.10849,0.8788,0.76961,0.26549,0.42076,0.29543,1.67572,5.18291,1.09054,0.0004886,0.0004886,0.0004886
231,2055.68,1.08582,2.03187,0.86825,0.65787,0.28932,0.42591,0.29437,1.67518,4.68068,1.0747,0.000482,0.000482,0.000482
232,2063.43,1.08374,2.05948,0.86337,0.83296,0.27434,0.42375,0.27911,1.70427,4.66335,1.08564,0.0004754,0.0004754,0.0004754
233,2071.26,1.09461,2.04421,0.86889,0.66806,0.28319,0.44162,0.31004,1.68835,5.3673,1.07361,0.0004688,0.0004688,0.0004688
234,2078.96,1.08368,2.05964,0.86805,0.72419,0.27888,0.42799,0.29515,1.64656,4.93601,1.1014,0.0004622,0.0004622,0.0004622
235,2086.66,1.0602,1.97613,0.86332,0.88834,0.28165,0.43769,0.30546,1.63584,4.81032,1.09756,0.0004556,0.0004556,0.0004556
236,2094.4,1.08525,2.05732,0.87281,0.91408,0.28246,0.44932,0.29304,1.64496,4.67907,1.0823,0.000449,0.000449,0.000449
237,2102.16,1.11464,2.10575,0.88175,0.90352,0.28319,0.4592,0.30919,1.64665,4.72453,1.0686,0.0004424,0.0004424,0.0004424
238,2109.85,1.06771,2.02701,0.86577,0.86446,0.28222,0.43341,0.29814,1.67394,5.14909,1.09046,0.0004358,0.0004358,0.0004358
239,2117.61,1.07014,1.9988,0.86401,0.84307,0.2853,0.46111,0.32109,1.64999,4.58948,1.0955,0.0004292,0.0004292,0.0004292
240,2125.34,1.04169,1.98272,0.8588,0.93826,0.27434,0.45235,0.30503,1.6931,5.21694,1.1043,0.0004226,0.0004226,0.0004226
241,2133.04,1.06249,1.98066,0.85628,0.82547,0.30973,0.4894,0.32697,1.67926,4.84715,1.11111,0.000416,0.000416,0.000416
242,2140.78,1.10331,2.06115,0.87637,0.82604,0.24779,0.43098,0.29131,1.67228,5.46845,1.11788,0.0004094,0.0004094,0.0004094
243,2148.48,1.0336,1.95704,0.86368,0.86687,0.30088,0.46499,0.31991,1.66516,4.3849,1.12296,0.0004028,0.0004028,0.0004028
244,2156.26,1.04501,2.00397,0.86498,0.84197,0.2829,0.43797,0.2967,1.64183,4.62673,1.09807,0.0003962,0.0003962,0.0003962
245,2164.08,1.04037,1.97393,0.85283,0.83254,0.29204,0.44488,0.31037,1.59761,4.13469,1.08571,0.0003896,0.0003896,0.0003896
246,2171.78,1.06657,2.01134,0.86505,0.84172,0.27434,0.44217,0.29852,1.64015,4.64389,1.09902,0.000383,0.000383,0.000383
247,2179.45,1.07042,2.02636,0.87023,0.77398,0.29204,0.46039,0.30845,1.64049,4.52885,1.09604,0.0003764,0.0003764,0.0003764
248,2187.16,1.03479,1.94429,0.86311,0.80161,0.2861,0.45172,0.30586,1.672,4.63739,1.12428,0.0003698,0.0003698,0.0003698
249,2194.86,1.04419,2.0457,0.86149,0.81725,0.29204,0.4444,0.29972,1.69844,5.44458,1.12966,0.0003632,0.0003632,0.0003632
250,2202.58,1.04704,2.02516,0.86368,0.84061,0.28007,0.43047,0.29245,1.67302,5.11734,1.10968,0.0003566,0.0003566,0.0003566
251,2210.35,1.02593,1.95177,0.85987,0.80795,0.31858,0.43379,0.28362,1.68393,5.34053,1.10165,0.00035,0.00035,0.00035
252,2218.04,1.04385,1.95134,0.85941,0.74196,0.29204,0.41283,0.27291,1.67573,5.07211,1.09557,0.0003434,0.0003434,0.0003434
253,2225.73,1.0146,1.96506,0.86964,0.76997,0.30973,0.42723,0.28062,1.65069,4.95655,1.08547,0.0003368,0.0003368,0.0003368
254,2233.43,1.00786,1.98917,0.86029,0.83336,0.32743,0.47351,0.31008,1.67797,4.19711,1.10594,0.0003302,0.0003302,0.0003302
255,2241.13,1.03195,1.95964,0.85943,0.86475,0.30973,0.44646,0.30404,1.63775,4.77416,1.09086,0.0003236,0.0003236,0.0003236
256,2248.84,1.03207,1.94188,0.85397,0.83586,0.29204,0.44461,0.30105,1.6045,4.45604,1.0884,0.000317,0.000317,0.000317
257,2256.7,1.0115,1.94133,0.85375,0.80849,0.29891,0.44388,0.31057,1.65232,5.02693,1.1087,0.0003104,0.0003104,0.0003104
258,2264.42,0.9883,1.93849,0.85263,0.87591,0.31236,0.45061,0.30046,1.63974,4.64074,1.06648,0.0003038,0.0003038,0.0003038
259,2272.09,0.98717,1.86496,0.86256,0.78037,0.28319,0.42237,0.28107,1.64451,4.95227,1.08306,0.0002972,0.0002972,0.0002972
260,2279.85,0.99128,1.85397,0.85613,0.80589,0.29204,0.44035,0.3016,1.67881,5.0843,1.08081,0.0002906,0.0002906,0.0002906
261,2287.61,1.01813,1.93729,0.86085,0.82027,0.28274,0.42585,0.28644,1.69049,5.144,1.09058,0.000284,0.000284,0.000284
262,2295.39,1.00509,1.96922,0.85147,0.77196,0.27434,0.4202,0.28565,1.68263,4.35416,1.09453,0.0002774,0.0002774,0.0002774
263,2303.75,0.99354,1.90697,0.85919,0.70607,0.28319,0.45216,0.29618,1.64197,4.60119,1.08034,0.0002708,0.0002708,0.0002708
264,2312.79,0.98092,1.88884,0.8609,0.79416,0.31858,0.44781,0.29354,1.68686,4.74008,1.09467,0.0002642,0.0002642,0.0002642
265,2321.81,1.01303,1.95125,0.85809,0.8383,0.30973,0.44503,0.29131,1.67888,4.7169,1.08932,0.0002576,0.0002576,0.0002576
266,2330.81,0.99294,1.87765,0.85294,0.78421,0.28949,0.45076,0.307,1.67563,5.01409,1.09207,0.000251,0.000251,0.000251
267,2339.82,0.97027,1.82224,0.84708,0.80691,0.29591,0.4572,0.3038,1.66837,5.0288,1.08749,0.0002444,0.0002444,0.0002444
268,2348.99,1.02912,1.95415,0.84948,0.79696,0.29204,0.45842,0.3063,1.66298,4.86793,1.07509,0.0002378,0.0002378,0.0002378
269,2358.29,1.01511,1.93301,0.84984,0.80142,0.28319,0.43396,0.29906,1.64018,4.77897,1.08505,0.0002312,0.0002312,0.0002312
270,2367.55,0.99224,1.91789,0.84741,0.81223,0.29204,0.45301,0.31375,1.62516,4.5142,1.08868,0.0002246,0.0002246,0.0002246
271,2376.6,0.99173,1.87098,0.85143,0.81967,0.30088,0.45984,0.31378,1.64492,4.69423,1.11061,0.000218,0.000218,0.000218
272,2385.36,0.96721,1.87737,0.84603,0.78773,0.30973,0.47562,0.32864,1.62403,4.53071,1.08176,0.0002114,0.0002114,0.0002114
273,2393.71,0.98143,1.91879,0.85665,0.81263,0.30088,0.46278,0.32111,1.6543,4.60279,1.08273,0.0002048,0.0002048,0.0002048
274,2402.63,0.99837,1.91681,0.85012,0.78539,0.30973,0.49302,0.3364,1.65541,4.65299,1.10109,0.0001982,0.0001982,0.0001982
275,2411.45,0.96599,1.88803,0.85344,0.76821,0.30088,0.46371,0.31536,1.65835,4.69966,1.10731,0.0001916,0.0001916,0.0001916
276,2420,0.99845,1.93088,0.85753,0.82662,0.2954,0.46289,0.3055,1.68515,4.76179,1.12339,0.000185,0.000185,0.000185
277,2428.4,0.99508,1.92225,0.86272,0.70815,0.29204,0.47767,0.32091,1.65435,4.71212,1.10203,0.0001784,0.0001784,0.0001784
278,2436.61,0.97951,1.85514,0.85722,0.80425,0.28319,0.46929,0.31307,1.67094,4.67192,1.10928,0.0001718,0.0001718,0.0001718
279,2444.33,0.982,1.94573,0.85385,0.81652,0.28319,0.45402,0.31059,1.66077,4.67356,1.09496,0.0001652,0.0001652,0.0001652
280,2452.43,0.95925,1.86746,0.85609,0.71551,0.29204,0.43499,0.30392,1.63111,4.69849,1.08889,0.0001586,0.0001586,0.0001586
281,2460.64,0.97765,1.89312,0.85399,0.85755,0.26549,0.43193,0.29809,1.64112,4.63897,1.10575,0.000152,0.000152,0.000152
282,2468.61,0.94773,1.85252,0.84827,0.82114,0.30973,0.48099,0.32467,1.62728,4.70183,1.09851,0.0001454,0.0001454,0.0001454
283,2477.54,0.96449,1.84389,0.85403,0.79809,0.30088,0.47253,0.3212,1.6325,4.56149,1.09764,0.0001388,0.0001388,0.0001388
284,2487.86,0.98837,1.92076,0.85598,0.77289,0.29204,0.46465,0.31975,1.63369,4.63977,1.08395,0.0001322,0.0001322,0.0001322
285,2497.39,0.9526,1.82084,0.84776,0.77694,0.28319,0.43818,0.29266,1.62696,4.59277,1.08549,0.0001256,0.0001256,0.0001256
286,2507.02,0.94706,1.86161,0.85695,0.81276,0.30735,0.46921,0.31442,1.64147,4.5826,1.08883,0.000119,0.000119,0.000119
287,2516.65,0.96686,1.88829,0.85352,0.7896,0.30973,0.45817,0.30552,1.66484,4.42079,1.10095,0.0001124,0.0001124,0.0001124
288,2526.19,0.96531,1.88626,0.85677,0.80765,0.31858,0.46966,0.30764,1.67744,4.27417,1.10835,0.0001058,0.0001058,0.0001058
289,2535.51,0.93832,1.83701,0.84924,0.76581,0.31833,0.45286,0.30163,1.66106,4.2677,1.11124,9.92e-05,9.92e-05,9.92e-05
290,2544.99,0.93594,1.81701,0.85551,0.72197,0.29878,0.44206,0.30201,1.64882,4.36589,1.11584,9.26e-05,9.26e-05,9.26e-05
291,2554.87,0.92259,1.64439,0.83441,0.80467,0.31858,0.49079,0.3234,1.66005,4.44418,1.11381,8.6e-05,8.6e-05,8.6e-05
292,2562.48,0.85554,1.56305,0.82783,0.85972,0.32545,0.48403,0.31905,1.67527,4.48258,1.12176,7.94e-05,7.94e-05,7.94e-05
293,2569.97,0.85825,1.57109,0.83425,0.79551,0.30088,0.44671,0.30128,1.67263,4.43196,1.11826,7.28e-05,7.28e-05,7.28e-05
294,2577.48,0.83881,1.51277,0.82897,0.7245,0.30257,0.44849,0.30158,1.67725,4.30996,1.12593,6.62e-05,6.62e-05,6.62e-05
295,2584.97,0.86845,1.55253,0.83299,0.82012,0.32283,0.47295,0.31102,1.69976,4.47357,1.12303,5.96e-05,5.96e-05,5.96e-05
296,2592.48,0.85077,1.53181,0.84481,0.81346,0.30875,0.45718,0.30393,1.68821,4.678,1.11774,5.3e-05,5.3e-05,5.3e-05
297,2600,0.82557,1.4915,0.84397,0.76444,0.29204,0.43144,0.29713,1.67589,4.71511,1.10812,4.64e-05,4.64e-05,4.64e-05
298,2607.69,0.82262,1.49853,0.82856,0.75335,0.30088,0.43306,0.30133,1.66936,4.59772,1.11556,3.98e-05,3.98e-05,3.98e-05
299,2615.21,0.82254,1.51632,0.83086,0.73376,0.30088,0.44209,0.30503,1.6689,4.58917,1.11071,3.32e-05,3.32e-05,3.32e-05
300,2622.73,0.83862,1.49821,0.83429,0.75407,0.30973,0.45087,0.30421,1.65921,4.61832,1.11102,2.66e-05,2.66e-05,2.66e-05
